source_file,event_name,date,start_time,end_time,stage_or_venue,session_title,session_type,session_description,speaker_name,speaker_title,speaker_company,topic_category,raw_text,confidence_level,notes,clean_session_title,topic_v2
IMG_3325.PNG,Blockchain Futurist Conference,,09:45 am,10:00 am,Main Stage,Adoption is Not One-Size-Fits- All: The Geopolitics of Blockchain Markets. Presented by Emerge,Presentation,,Lucia Gallardo,Co-Founder,AeraTech,Other,"< Agenda
& Filters Q Search

Adoption is Not One-Size-Fits-
All: The Geopolitics of Blockchain
Markets. Presented by Emerge 7
09:45 am - 10:00 am [4
Lucia Gallardo (Co-Founder, AeraTech)
© Main Stage e Main Stage
Blockchain Bootcamp by Crypto
Kids! Blockchain for Kids: Turning
Complex Tech into Play 7
09:50 am - 10:05 am [FF
Jennifer Hughes (Crypto Kids!)
© Rooftop Stage e Bootcamp
ETHWomen Welcoming &
Opening Remarks with Julie
Lamb 7
10:00 am - 10:10 am [4
Julie Lamb (NFT-vip.io)
© Argentum Al Stage @ Entice e ETHWomen
REGULATION PANEL: Beyond
Borders: The Global Race to
Regulate Digital Finance
10:00 am - 10:30 am 7
Senator Kirk Cullimore (.), Kishelle Blaize- [4
Cameron (BVI Financial Services Commission),
Dean Skurka (WonderFi), Jason Brett
(Founder, Ben Franklin Digital Reserve)
© Main Stage e Main Stage
ETHWomen
10:00 am - 02:00 pm A
© Argentum Al Stage @ Entice e Events",high,No full date visible in OCR.,Adoption is Not One-Size-Fits- All: The Geopolitics of Blockchain Markets. Presented by Emerge,Other
IMG_3325.PNG,Blockchain Futurist Conference,,09:50 am,10:05 am,Rooftop Stage | Bootcamp,Kids! Blockchain for Kids: Turning Complex Tech into Play,,,Jennifer Hughes,,Crypto Kids!,Other,"< Agenda
& Filters Q Search

Adoption is Not One-Size-Fits-
All: The Geopolitics of Blockchain
Markets. Presented by Emerge 7
09:45 am - 10:00 am [4
Lucia Gallardo (Co-Founder, AeraTech)
© Main Stage e Main Stage
Blockchain Bootcamp by Crypto
Kids! Blockchain for Kids: Turning
Complex Tech into Play 7
09:50 am - 10:05 am [FF
Jennifer Hughes (Crypto Kids!)
© Rooftop Stage e Bootcamp
ETHWomen Welcoming &
Opening Remarks with Julie
Lamb 7
10:00 am - 10:10 am [4
Julie Lamb (NFT-vip.io)
© Argentum Al Stage @ Entice e ETHWomen
REGULATION PANEL: Beyond
Borders: The Global Race to
Regulate Digital Finance
10:00 am - 10:30 am 7
Senator Kirk Cullimore (.), Kishelle Blaize- [4
Cameron (BVI Financial Services Commission),
Dean Skurka (WonderFi), Jason Brett
(Founder, Ben Franklin Digital Reserve)
© Main Stage e Main Stage
ETHWomen
10:00 am - 02:00 pm A
© Argentum Al Stage @ Entice e Events",high,No full date visible in OCR.,Kids! Blockchain for Kids: Turning Complex Tech into Play,Education
IMG_3325.PNG,Blockchain Futurist Conference,,10:00 am,10:10 am,Argentum AI Stage @ Entice | ETHWomen,ETHWomen Welcoming & Opening Remarks with Julie Lamb,Opening / Welcome,,Julie Lamb,,NFT-VIP.io,Other,"< Agenda
& Filters Q Search

Adoption is Not One-Size-Fits-
All: The Geopolitics of Blockchain
Markets. Presented by Emerge 7
09:45 am - 10:00 am [4
Lucia Gallardo (Co-Founder, AeraTech)
© Main Stage e Main Stage
Blockchain Bootcamp by Crypto
Kids! Blockchain for Kids: Turning
Complex Tech into Play 7
09:50 am - 10:05 am [FF
Jennifer Hughes (Crypto Kids!)
© Rooftop Stage e Bootcamp
ETHWomen Welcoming &
Opening Remarks with Julie
Lamb 7
10:00 am - 10:10 am [4
Julie Lamb (NFT-vip.io)
© Argentum Al Stage @ Entice e ETHWomen
REGULATION PANEL: Beyond
Borders: The Global Race to
Regulate Digital Finance
10:00 am - 10:30 am 7
Senator Kirk Cullimore (.), Kishelle Blaize- [4
Cameron (BVI Financial Services Commission),
Dean Skurka (WonderFi), Jason Brett
(Founder, Ben Franklin Digital Reserve)
© Main Stage e Main Stage
ETHWomen
10:00 am - 02:00 pm A
© Argentum Al Stage @ Entice e Events",high,No full date visible in OCR.,ETHWomen Welcoming & Opening Remarks with Julie Lamb,Ethereum
IMG_3325.PNG,Blockchain Futurist Conference,,10:00 am,10:30 am,Main Stage,REGULATION PANEL: Beyond Borders: The Global Race to Regulate Digital Finance,,,Senator Kirk Cullimore,,,Regulation / Policy,"< Agenda
& Filters Q Search

Adoption is Not One-Size-Fits-
All: The Geopolitics of Blockchain
Markets. Presented by Emerge 7
09:45 am - 10:00 am [4
Lucia Gallardo (Co-Founder, AeraTech)
© Main Stage e Main Stage
Blockchain Bootcamp by Crypto
Kids! Blockchain for Kids: Turning
Complex Tech into Play 7
09:50 am - 10:05 am [FF
Jennifer Hughes (Crypto Kids!)
© Rooftop Stage e Bootcamp
ETHWomen Welcoming &
Opening Remarks with Julie
Lamb 7
10:00 am - 10:10 am [4
Julie Lamb (NFT-vip.io)
© Argentum Al Stage @ Entice e ETHWomen
REGULATION PANEL: Beyond
Borders: The Global Race to
Regulate Digital Finance
10:00 am - 10:30 am 7
Senator Kirk Cullimore (.), Kishelle Blaize- [4
Cameron (BVI Financial Services Commission),
Dean Skurka (WonderFi), Jason Brett
(Founder, Ben Franklin Digital Reserve)
© Main Stage e Main Stage
ETHWomen
10:00 am - 02:00 pm A
© Argentum Al Stage @ Entice e Events",high,No full date visible in OCR. Speaker company not visible or confidently extracted.,REGULATION PANEL: Beyond Borders: The Global Race to Regulate Digital Finance,Regulation
IMG_3325.PNG,Blockchain Futurist Conference,,10:00 am,10:30 am,Main Stage,REGULATION PANEL: Beyond Borders: The Global Race to Regulate Digital Finance,,,Kishelle Blaize-Cameron,,BVI Financial Services Commission,Regulation / Policy,"< Agenda
& Filters Q Search

Adoption is Not One-Size-Fits-
All: The Geopolitics of Blockchain
Markets. Presented by Emerge 7
09:45 am - 10:00 am [4
Lucia Gallardo (Co-Founder, AeraTech)
© Main Stage e Main Stage
Blockchain Bootcamp by Crypto
Kids! Blockchain for Kids: Turning
Complex Tech into Play 7
09:50 am - 10:05 am [FF
Jennifer Hughes (Crypto Kids!)
© Rooftop Stage e Bootcamp
ETHWomen Welcoming &
Opening Remarks with Julie
Lamb 7
10:00 am - 10:10 am [4
Julie Lamb (NFT-vip.io)
© Argentum Al Stage @ Entice e ETHWomen
REGULATION PANEL: Beyond
Borders: The Global Race to
Regulate Digital Finance
10:00 am - 10:30 am 7
Senator Kirk Cullimore (.), Kishelle Blaize- [4
Cameron (BVI Financial Services Commission),
Dean Skurka (WonderFi), Jason Brett
(Founder, Ben Franklin Digital Reserve)
© Main Stage e Main Stage
ETHWomen
10:00 am - 02:00 pm A
© Argentum Al Stage @ Entice e Events",high,No full date visible in OCR.,REGULATION PANEL: Beyond Borders: The Global Race to Regulate Digital Finance,Regulation
IMG_3325.PNG,Blockchain Futurist Conference,,10:00 am,10:30 am,Main Stage,REGULATION PANEL: Beyond Borders: The Global Race to Regulate Digital Finance,,,Dean Skurka,,WonderFi,Regulation / Policy,"< Agenda
& Filters Q Search

Adoption is Not One-Size-Fits-
All: The Geopolitics of Blockchain
Markets. Presented by Emerge 7
09:45 am - 10:00 am [4
Lucia Gallardo (Co-Founder, AeraTech)
© Main Stage e Main Stage
Blockchain Bootcamp by Crypto
Kids! Blockchain for Kids: Turning
Complex Tech into Play 7
09:50 am - 10:05 am [FF
Jennifer Hughes (Crypto Kids!)
© Rooftop Stage e Bootcamp
ETHWomen Welcoming &
Opening Remarks with Julie
Lamb 7
10:00 am - 10:10 am [4
Julie Lamb (NFT-vip.io)
© Argentum Al Stage @ Entice e ETHWomen
REGULATION PANEL: Beyond
Borders: The Global Race to
Regulate Digital Finance
10:00 am - 10:30 am 7
Senator Kirk Cullimore (.), Kishelle Blaize- [4
Cameron (BVI Financial Services Commission),
Dean Skurka (WonderFi), Jason Brett
(Founder, Ben Franklin Digital Reserve)
© Main Stage e Main Stage
ETHWomen
10:00 am - 02:00 pm A
© Argentum Al Stage @ Entice e Events",high,No full date visible in OCR.,REGULATION PANEL: Beyond Borders: The Global Race to Regulate Digital Finance,Regulation
IMG_3325.PNG,Blockchain Futurist Conference,,10:00 am,10:30 am,Main Stage,REGULATION PANEL: Beyond Borders: The Global Race to Regulate Digital Finance,,,Jason Brett,Founder,Ben Franklin Digital Reserve,Regulation / Policy,"< Agenda
& Filters Q Search

Adoption is Not One-Size-Fits-
All: The Geopolitics of Blockchain
Markets. Presented by Emerge 7
09:45 am - 10:00 am [4
Lucia Gallardo (Co-Founder, AeraTech)
© Main Stage e Main Stage
Blockchain Bootcamp by Crypto
Kids! Blockchain for Kids: Turning
Complex Tech into Play 7
09:50 am - 10:05 am [FF
Jennifer Hughes (Crypto Kids!)
© Rooftop Stage e Bootcamp
ETHWomen Welcoming &
Opening Remarks with Julie
Lamb 7
10:00 am - 10:10 am [4
Julie Lamb (NFT-vip.io)
© Argentum Al Stage @ Entice e ETHWomen
REGULATION PANEL: Beyond
Borders: The Global Race to
Regulate Digital Finance
10:00 am - 10:30 am 7
Senator Kirk Cullimore (.), Kishelle Blaize- [4
Cameron (BVI Financial Services Commission),
Dean Skurka (WonderFi), Jason Brett
(Founder, Ben Franklin Digital Reserve)
© Main Stage e Main Stage
ETHWomen
10:00 am - 02:00 pm A
© Argentum Al Stage @ Entice e Events",high,No full date visible in OCR.,REGULATION PANEL: Beyond Borders: The Global Race to Regulate Digital Finance,Regulation
IMG_3325.PNG,Blockchain Futurist Conference,,10:00 am,02:00 pm,Argentum AI Stage @ Entice | Events,ETHWomen,,,,,,Other,"< Agenda
& Filters Q Search

Adoption is Not One-Size-Fits-
All: The Geopolitics of Blockchain
Markets. Presented by Emerge 7
09:45 am - 10:00 am [4
Lucia Gallardo (Co-Founder, AeraTech)
© Main Stage e Main Stage
Blockchain Bootcamp by Crypto
Kids! Blockchain for Kids: Turning
Complex Tech into Play 7
09:50 am - 10:05 am [FF
Jennifer Hughes (Crypto Kids!)
© Rooftop Stage e Bootcamp
ETHWomen Welcoming &
Opening Remarks with Julie
Lamb 7
10:00 am - 10:10 am [4
Julie Lamb (NFT-vip.io)
© Argentum Al Stage @ Entice e ETHWomen
REGULATION PANEL: Beyond
Borders: The Global Race to
Regulate Digital Finance
10:00 am - 10:30 am 7
Senator Kirk Cullimore (.), Kishelle Blaize- [4
Cameron (BVI Financial Services Commission),
Dean Skurka (WonderFi), Jason Brett
(Founder, Ben Franklin Digital Reserve)
© Main Stage e Main Stage
ETHWomen
10:00 am - 02:00 pm A
© Argentum Al Stage @ Entice e Events",high,No full date visible in OCR. No speaker name visible or confidently extracted.,ETHWomen,Ethereum
IMG_3326.PNG,Blockchain Futurist Conference,,10:00 am,06:00 pm,Futurist | Events,NFT Gallery By BitBasel,,,,,,NFT / Creator Economy,"11:31N wl > E
< Agenda
> Filters Q Search
NFT Gallery By BitBasel
10:00 am - 06:00 pm A
© Futurist e Events
VIP Cabana
10:00 am - 06:00 pm A
© Outdoor Cabana e Events
Blockchain Bootcamp by
Unicorn.eth: So You've Got an
App? Now You Need Distribution
10:05 am - 10:20 am Fy
Russell Castagnaro (Board Member,
SporkDAO and ETHDenver)
© Rooftop Stage e Bootcamp
Introduction to ETHWomen
10:10 am - 10:15 am
Tracy Leparulo, Laura Leparulo (Blockchain FA
Futurist Conference)
© Argentum Al Stage @ Entice e ETHWomen
Spotlight on Success:
CryptoChicks
10:15 am - 10:20 am 7
Elena Sinelnikova (CryptoChicks & Metis), [4
Nataliya Hearn, Ph.D. (Co-Founder, Youth
Program CryptoChicks)
© Argentum Al Stage @ Entice e ETHWomen
Blockchain Bootcamp by Amazon
Web Services: Accelerating
Web3: Blockchain innovation",high,No full date visible in OCR. No speaker name visible or confidently extracted.,NFT Gallery By BitBasel,NFT
IMG_3326.PNG,Blockchain Futurist Conference,,10:00 am,06:00 pm,Outdoor Cabana | Events,VIP Cabana,,,,,,Other,"11:31N wl > E
< Agenda
> Filters Q Search
NFT Gallery By BitBasel
10:00 am - 06:00 pm A
© Futurist e Events
VIP Cabana
10:00 am - 06:00 pm A
© Outdoor Cabana e Events
Blockchain Bootcamp by
Unicorn.eth: So You've Got an
App? Now You Need Distribution
10:05 am - 10:20 am Fy
Russell Castagnaro (Board Member,
SporkDAO and ETHDenver)
© Rooftop Stage e Bootcamp
Introduction to ETHWomen
10:10 am - 10:15 am
Tracy Leparulo, Laura Leparulo (Blockchain FA
Futurist Conference)
© Argentum Al Stage @ Entice e ETHWomen
Spotlight on Success:
CryptoChicks
10:15 am - 10:20 am 7
Elena Sinelnikova (CryptoChicks & Metis), [4
Nataliya Hearn, Ph.D. (Co-Founder, Youth
Program CryptoChicks)
© Argentum Al Stage @ Entice e ETHWomen
Blockchain Bootcamp by Amazon
Web Services: Accelerating
Web3: Blockchain innovation",high,No full date visible in OCR. No speaker name visible or confidently extracted.,VIP Cabana,Other
IMG_3326.PNG,Blockchain Futurist Conference,,10:05 am,10:20 am,Rooftop Stage | Bootcamp,Unicorn.eth: So You've Got an App? Now You Need Distribution,,,Russell Castagnaro,Board Member,SporkDAO and ETHDenver,Other,"11:31N wl > E
< Agenda
> Filters Q Search
NFT Gallery By BitBasel
10:00 am - 06:00 pm A
© Futurist e Events
VIP Cabana
10:00 am - 06:00 pm A
© Outdoor Cabana e Events
Blockchain Bootcamp by
Unicorn.eth: So You've Got an
App? Now You Need Distribution
10:05 am - 10:20 am Fy
Russell Castagnaro (Board Member,
SporkDAO and ETHDenver)
© Rooftop Stage e Bootcamp
Introduction to ETHWomen
10:10 am - 10:15 am
Tracy Leparulo, Laura Leparulo (Blockchain FA
Futurist Conference)
© Argentum Al Stage @ Entice e ETHWomen
Spotlight on Success:
CryptoChicks
10:15 am - 10:20 am 7
Elena Sinelnikova (CryptoChicks & Metis), [4
Nataliya Hearn, Ph.D. (Co-Founder, Youth
Program CryptoChicks)
© Argentum Al Stage @ Entice e ETHWomen
Blockchain Bootcamp by Amazon
Web Services: Accelerating
Web3: Blockchain innovation",high,No full date visible in OCR.,Unicorn.eth: So You've Got an App? Now You Need Distribution,Other
IMG_3326.PNG,Blockchain Futurist Conference,,10:10 am,10:15 am,Argentum AI Stage @ Entice | ETHWomen,Introduction to ETHWomen,,,Laura Leparulo,,Blockchain Futurist Conference,Other,"11:31N wl > E
< Agenda
> Filters Q Search
NFT Gallery By BitBasel
10:00 am - 06:00 pm A
© Futurist e Events
VIP Cabana
10:00 am - 06:00 pm A
© Outdoor Cabana e Events
Blockchain Bootcamp by
Unicorn.eth: So You've Got an
App? Now You Need Distribution
10:05 am - 10:20 am Fy
Russell Castagnaro (Board Member,
SporkDAO and ETHDenver)
© Rooftop Stage e Bootcamp
Introduction to ETHWomen
10:10 am - 10:15 am
Tracy Leparulo, Laura Leparulo (Blockchain FA
Futurist Conference)
© Argentum Al Stage @ Entice e ETHWomen
Spotlight on Success:
CryptoChicks
10:15 am - 10:20 am 7
Elena Sinelnikova (CryptoChicks & Metis), [4
Nataliya Hearn, Ph.D. (Co-Founder, Youth
Program CryptoChicks)
© Argentum Al Stage @ Entice e ETHWomen
Blockchain Bootcamp by Amazon
Web Services: Accelerating
Web3: Blockchain innovation",high,No full date visible in OCR.,Introduction to ETHWomen,Ethereum
